image_name,psnr,ssim,lpips,mask_psnr,mask_ssim,mask_lpips,time_sec
sd-steps20-sample_01.jpg,21.213589,0.481986,0.191837,17.946972,0.470261,0.054042,22.011
sd-steps20-sample_02.jpg,25.168497,0.839874,0.100988,18.731577,0.835522,0.034756,21.669
sd-steps20-sample_03.jpg,24.615921,0.819371,0.077717,18.114094,0.720688,0.021909,14.541
cn-steps20-sample_01.jpg,21.286943,0.488790,0.190143,18.207214,0.477459,0.048642,23.078
cn-steps20-sample_02.jpg,26.940414,0.851676,0.084793,21.214506,0.848289,0.024905,24.444
cn-steps20-sample_03.jpg,24.446609,0.822453,0.076231,18.028082,0.727372,0.022015,16.329
