image_name,psnr,ssim,lpips,mask_psnr,mask_ssim,mask_lpips,time_sec
sd-steps50-sample_01.jpg,21.108397,0.480111,0.194768,17.726776,0.468244,0.055274,29.600
sd-steps50-sample_02.jpg,25.098829,0.838350,0.101556,18.648560,0.833863,0.035600,35.563
sd-steps50-sample_03.jpg,24.572418,0.819732,0.076659,17.936895,0.718714,0.021734,32.942
cn-steps50-sample_01.jpg,21.210049,0.487083,0.190298,18.041389,0.475598,0.047790,38.662
cn-steps50-sample_02.jpg,26.945389,0.850647,0.084478,21.212656,0.847163,0.025027,47.345
cn-steps50-sample_03.jpg,24.415037,0.822607,0.075613,17.876715,0.725278,0.022031,40.240
